Year	Month	Day	AirTemp	GlobRad	Precip	RefEvap
1993 	09 	07	11.60	114.58	1.50	1.60
1993 	09 	08	13.20	135.42	0.00	2.00
1993 	09 	09	12.60	35.88	0.00	0.50
1993 	09 	10	11.70	16.20	14.90	0.20
1993 	09 	11	10.70	18.52	19.30	0.30
1993 	09 	12	10.10	55.56	34.30	0.80
1993 	09 	13	10.70	126.16	1.00	1.70
1993 	09 	14	9.70	13.89	7.50	0.20
1993 	09 	15	7.60	17.36	38.20	0.20
1993 	09 	16	7.90	54.40	16.40	0.70
1993 	09 	17	8.40	42.82	0.30	0.60
1993 	09 	18	6.80	100.69	0.40	1.20
1993 	09 	19	9.20	157.41	0.70	2.10
1993 	09 	20	11.60	149.31	0.30	2.10
1993 	09 	21	13.70	103.01	0.00	1.50
1993 	09 	22	12.20	49.77	0.00	0.70
1993 	09 	23	10.40	93.75	16.50	1.30
1993 	09 	24	10.90	27.78	0.30	0.40
1993 	09 	25	11.90	10.42	5.30	0.10
1993 	09 	26	11.40	9.26	0.00	0.10
1993 	09 	27	10.80	37.04	4.70	0.50
1993 	09 	28	9.30	27.78	1.00	0.40
1993 	09 	29	9.30	94.91	0.00	1.30
1993 	09 	30	8.80	113.43	0.00	1.50
1993 	10 	01	8.90	104.17	0.00	1.40
1993 	10 	02	10.90	53.24	0.00	0.70
1993 	10 	03	11.00	11.57	0.00	0.20
1993 	10 	04	11.70	24.31	7.30	0.30
1993 	10 	05	12.40	54.40	0.30	0.80
1993 	10 	06	12.40	61.34	0.00	0.90
1993 	10 	07	10.30	55.56	0.60	0.80
1993 	10 	08	10.80	46.30	1.00	0.60
1993 	10 	09	11.20	8.10	3.00	0.10
1993 	10 	10	9.80	46.30	23.90	0.60
1993 	10 	11	11.00	65.97	0.00	0.90
1993 	10 	12	12.20	16.20	0.30	0.20
1993 	10 	13	8.80	85.65	4.50	1.10
1993 	10 	14	4.00	16.20	17.70	0.20
1993 	10 	15	5.10	97.22	12.20	1.10
1993 	10 	16	4.70	90.28	0.00	1.00
1993 	10 	17	2.20	85.65	0.00	0.90
1993 	10 	18	3.20	105.32	0.60	1.20
1993 	10 	19	2.70	103.01	0.00	1.10
1993 	10 	20	4.00	75.23	0.00	0.90
1993 	10 	21	5.50	38.19	0.00	0.50
1993 	10 	22	4.60	72.92	1.00	0.80
1993 	10 	23	2.30	86.81	0.00	0.90
1993 	10 	24	4.30	54.40	0.00	0.60
1993 	10 	25	4.70	69.44	0.00	0.80
1993 	10 	26	5.00	21.99	0.00	0.30
1993 	10 	27	5.10	63.66	0.00	0.70
1993 	10 	28	5.70	10.42	0.40	0.10
1993 	10 	29	5.60	15.05	0.00	0.20
1993 	10 	30	3.80	59.03	0.00	0.70
1993 	10 	31	5.10	27.78	0.00	0.30
1993 	11 	01	5.30	53.24	0.00	0.60
1993 	11 	02	5.80	38.19	0.00	0.50
1993 	11 	03	6.30	10.42	0.00	0.10
1993 	11 	04	5.50	9.26	0.00	0.10
1993 	11 	05	5.00	5.79	0.00	0.10
1993 	11 	06	5.70	9.26	0.00	0.10
1993 	11 	07	5.60	13.89	0.30	0.20
1993 	11 	08	5.00	8.10	1.30	0.10
1993 	11 	09	5.10	8.10	2.60	0.10
1993 	11 	10	7.10	17.36	0.30	0.20
1993 	11 	11	5.10	3.47	0.80	0.00
1993 	11 	12	5.80	33.56	1.60	0.40
1993 	11 	13	5.80	12.73	0.30	0.20
1993 	11 	14	3.40	15.05	2.70	0.20
1993 	11 	15	1.50	9.26	30.00	0.10
1993 	11 	16	-0.50	46.30	0.00	0.50
1993 	11 	17	-1.50	25.46	0.00	0.30
1993 	11 	18	-0.50	47.45	0.00	0.50
1993 	11 	19	1.30	8.10	0.00	0.10
1993 	11 	20	-0.50	15.05	0.40	0.20
1993 	11 	21	-0.80	12.73	0.00	0.10
1993 	11 	22	0.00	3.47	8.00	0.00
1993 	11 	23	-1.60	8.10	24.30	0.10
1993 	11 	24	-1.10	25.46	3.80	0.30
1993 	11 	25	-0.40	11.57	0.60	0.10
1993 	11 	26	1.30	11.57	0.00	0.10
1993 	11 	27	1.00	6.94	0.00	0.10
1993 	11 	28	0.00	17.36	0.00	0.20
1993 	11 	29	0.00	4.63	0.00	0.00
1993 	11 	30	-1.10	3.47	0.00	0.00
1993 	12 	01	-1.30	4.63	0.00	0.00
1993 	12 	02	2.60	4.63	0.00	0.00
1993 	12 	03	6.90	4.63	5.10	0.10
1993 	12 	04	5.60	2.31	1.40	0.00
1993 	12 	05	5.90	5.79	1.70	0.10
1993 	12 	06	6.30	13.89	0.60	0.20
1993 	12 	07	4.30	13.89	0.00	0.20
1993 	12 	08	2.40	23.15	1.50	0.20
1993 	12 	09	2.90	5.79	15.80	0.10
1993 	12 	10	3.70	13.89	2.00	0.20
1993 	12 	11	2.60	3.47	5.00	0.00
1993 	12 	12	0.20	27.78	2.00	0.30
1993 	12 	13	-0.90	11.57	0.00	0.10
1993 	12 	14	-1.80	31.25	0.00	0.30
1993 	12 	15	1.70	8.10	0.00	0.10
1993 	12 	16	2.90	4.63	5.20	0.10
1993 	12 	17	2.50	9.26	6.00	0.10
1993 	12 	18	5.20	13.89	0.80	0.20
1993 	12 	19	7.20	3.47	2.80	0.00
1993 	12 	20	1.40	25.46	7.30	0.30
1993 	12 	21	1.50	33.56	0.00	0.30
1993 	12 	22	1.80	24.31	0.00	0.30
1993 	12 	23	1.40	25.46	2.20	0.30
1993 	12 	24	1.20	15.05	2.50	0.20
1993 	12 	25	1.80	5.79	3.50	0.10
1993 	12 	26	1.60	5.79	13.90	0.10
1993 	12 	27	0.50	6.94	1.80	0.10
1993 	12 	28	1.00	8.10	4.80	0.10
1993 	12 	29	1.50	18.52	8.00	0.20
1993 	12 	30	3.30	10.42	3.80	0.10
1993 	12 	31	2.30	12.73	2.80	0.10
1994 	01 	01	1.40	11.57	0.30	0.10
1994 	01 	02	1.10	9.26	0.00	0.10
1994 	01 	03	0.70	19.68	0.00	0.20
1994 	01 	04	3.00	16.20	9.60	0.20
1994 	01 	05	3.40	9.26	4.10	0.10
1994 	01 	06	3.80	13.89	4.50	0.20
1994 	01 	07	3.80	9.26	0.90	0.10
1994 	01 	08	1.70	20.83	0.00	0.20
1994 	01 	09	2.20	11.57	0.00	0.10
1994 	01 	10	2.90	3.47	0.30	0.00
1994 	01 	11	2.50	2.31	0.00	0.00
1994 	01 	12	5.00	5.79	0.90	0.10
1994 	01 	13	6.50	15.05	7.50	0.20
1994 	01 	14	4.80	12.73	2.90	0.10
1994 	01 	15	2.60	17.36	1.20	0.20
1994 	01 	16	-3.10	13.89	0.40	0.10
1994 	01 	17	-1.10	28.94	0.30	0.30
1994 	01 	18	2.20	8.10	7.50	0.10
1994 	01 	19	3.00	5.79	15.70	0.10
1994 	01 	20	3.30	34.72	0.60	0.40
1994 	01 	21	5.80	5.79	0.00	0.10
1994 	01 	22	4.60	23.15	0.00	0.30
1994 	01 	23	2.70	17.36	0.90	0.20
1994 	01 	24	2.10	40.51	6.80	0.40
1994 	01 	25	2.20	9.26	0.50	0.10
1994 	01 	26	3.20	21.99	9.80	0.20
1994 	01 	27	2.90	20.83	5.00	0.20
1994 	01 	28	1.20	13.89	16.50	0.10
1994 	01 	29	-0.20	53.24	6.30	0.60
1994 	01 	30	4.60	33.56	3.30	0.40
1994 	01 	31	2.90	42.82	5.70	0.50
1994 	02 	01	2.50	17.36	0.60	0.20
1994 	02 	02	2.10	12.73	5.00	0.10
1994 	02 	03	-1.00	8.10	15.30	0.10
1994 	02 	04	-0.90	26.62	1.30	0.30
1994 	02 	05	-0.40	10.42	0.00	0.10
1994 	02 	06	-0.20	5.79	0.00	0.10
1994 	02 	07	-0.10	4.63	0.50	0.00
1994 	02 	08	0.10	9.26	0.80	0.10
1994 	02 	09	2.00	15.05	0.60	0.20
1994 	02 	10	1.90	19.68	2.10	0.20
1994 	02 	11	-0.40	35.88	0.40	0.40
1994 	02 	12	-3.40	37.04	0.00	0.30
1994 	02 	13	-4.70	50.93	0.00	0.40
1994 	02 	14	-3.70	91.44	0.00	0.80
1994 	02 	15	-2.20	84.49	0.00	0.80
1994 	02 	16	-2.10	85.65	0.00	0.80
1994 	02 	17	-2.70	63.66	0.00	0.60
1994 	02 	18	-2.00	70.60	0.00	0.70
1994 	02 	19	-2.30	38.19	0.00	0.40
1994 	02 	20	-1.00	74.07	1.00	0.70
1994 	02 	21	0.40	16.20	2.10	0.20
1994 	02 	22	-1.70	17.36	1.30	0.20
1994 	02 	23	-1.90	27.78	7.00	0.30
1994 	02 	24	-2.80	40.51	0.30	0.40
1994 	02 	25	-3.10	70.60	0.00	0.60
1994 	02 	26	-0.80	35.88	0.00	0.40
1994 	02 	27	0.10	21.99	7.50	0.20
1994 	02 	28	-1.80	64.81	20.50	0.60
1994 	03 	01	-2.00	33.56	3.10	0.30
1994 	03 	02	-0.60	31.25	1.70	0.30
1994 	03 	03	1.10	64.81	7.00	0.70
1994 	03 	04	1.40	98.38	2.50	1.00
1994 	03 	05	3.00	99.54	0.00	1.10
1994 	03 	06	4.00	115.74	3.60	1.30
1994 	03 	07	4.40	28.94	6.40	0.30
1994 	03 	08	7.00	41.67	1.40	0.50
1994 	03 	09	5.60	69.44	1.30	0.80
1994 	03 	10	3.60	82.18	4.60	0.90
1994 	03 	11	4.50	125.00	1.10	1.40
1994 	03 	12	3.30	53.24	0.00	0.60
1994 	03 	13	3.80	40.51	1.70	0.50
1994 	03 	14	4.60	42.82	7.00	0.50
1994 	03 	15	3.30	106.48	4.40	1.20
1994 	03 	16	2.40	106.48	0.40	1.10
1994 	03 	17	2.40	111.11	2.80	1.20
1994 	03 	18	2.20	112.27	1.20	1.20
1994 	03 	19	0.10	41.67	1.10	0.40
1994 	03 	20	0.00	171.30	5.40	1.70
1994 	03 	21	0.20	190.97	0.60	1.90
1994 	03 	22	3.20	83.33	0.00	0.90
1994 	03 	23	7.70	15.05	0.50	0.20
1994 	03 	24	5.20	93.75	7.80	1.10
1994 	03 	25	4.00	47.45	1.10	0.50
1994 	03 	26	2.90	96.06	12.50	1.00
1994 	03 	27	4.10	187.50	0.00	2.10
1994 	03 	28	5.50	138.89	0.00	1.70
1994 	03 	29	7.10	99.54	3.30	1.20
1994 	03 	30	8.50	188.66	1.30	2.50
1994 	03 	31	6.70	82.18	0.00	1.00
1994 	04 	01	7.00	47.45	4.10	0.60
1994 	04 	02	5.60	76.39	4.90	0.90
1994 	04 	03	5.80	165.51	0.00	2.00
1994 	04 	04	4.10	84.49	0.00	1.00
1994 	04 	05	5.30	155.09	6.80	1.80
1994 	04 	06	3.70	120.37	0.00	1.30
1994 	04 	07	3.80	163.19	0.00	1.80
1994 	04 	08	5.40	167.82	0.00	2.00
1994 	04 	09	5.70	140.05	0.00	1.70
1994 	04 	10	6.90	127.31	1.60	1.60
1994 	04 	11	8.80	212.96	0.50	2.80
1994 	04 	12	10.30	187.50	0.00	2.60
1994 	04 	13	7.50	42.82	0.00	0.50
1994 	04 	14	6.70	65.97	26.80	0.80
1994 	04 	15	5.90	48.61	4.60	0.60
1994 	04 	16	5.50	89.12	0.70	1.10
1994 	04 	17	5.70	219.91	0.00	2.60
1994 	04 	18	3.50	254.63	0.00	2.80
1994 	04 	19	6.20	148.15	0.00	1.80
1994 	04 	20	6.70	133.10	0.00	1.60
1994 	04 	21	8.80	179.40	0.00	2.40
1994 	04 	22	9.10	195.60	1.70	2.60
1994 	04 	23	11.80	201.39	0.00	2.90
1994 	04 	24	12.70	250.00	0.00	3.60
1994 	04 	25	10.90	255.79	0.00	3.50
1994 	04 	26	12.00	199.07	0.00	2.80
1994 	04 	27	13.40	223.38	0.00	3.30
1994 	04 	28	14.00	131.94	0.00	2.00
1994 	04 	29	14.20	134.26	0.00	2.00
1994 	04 	30	10.70	208.33	0.00	2.90
1994 	05 	01	6.70	245.37	0.00	3.00
1994 	05 	02	7.90	285.88	0.00	3.70
1994 	05 	03	8.80	280.09	0.00	3.70
1994 	05 	04	9.70	214.12	0.00	2.90
1994 	05 	05	7.60	108.80	0.00	1.40
1994 	05 	06	9.50	252.31	0.00	3.40
1994 	05 	07	10.60	271.99	0.00	3.70
1994 	05 	08	12.50	306.71	0.00	4.40
1994 	05 	09	13.20	298.61	0.00	4.40
1994 	05 	10	13.80	302.08	0.00	4.50
1994 	05 	11	14.40	300.93	0.00	4.50
1994 	05 	12	14.00	304.40	0.00	4.50
1994 	05 	13	11.40	311.34	0.00	4.40
1994 	05 	14	13.90	307.87	0.00	4.60
1994 	05 	15	13.50	135.42	0.40	2.00
1994 	05 	16	11.10	70.60	1.90	1.00
1994 	05 	17	9.90	55.56	0.60	0.80
1994 	05 	18	8.70	63.66	13.50	0.80
1994 	05 	19	10.10	157.41	1.00	2.10
1994 	05 	20	11.60	289.35	0.00	4.10
1994 	05 	21	11.00	280.09	0.00	3.90
1994 	05 	22	9.40	120.37	0.00	1.60
1994 	05 	23	10.40	70.60	0.70	1.00
1994 	05 	24	9.60	71.76	8.30	1.00
1994 	05 	25	12.00	115.74	2.30	1.60
1994 	05 	26	10.60	209.49	7.40	2.90
1994 	05 	27	10.40	289.35	1.10	4.00
1994 	05 	28	10.90	276.62	0.00	3.80
1994 	05 	29	9.20	216.44	0.00	2.90
1994 	05 	30	11.30	288.19	5.50	4.00
1994 	05 	31	10.90	109.95	0.50	1.50
1994 	06 	01	13.40	256.94	2.80	3.80
1994 	06 	02	14.70	130.79	0.00	2.00
1994 	06 	03	13.50	145.83	5.00	2.20
1994 	06 	04	11.40	186.34	0.70	2.60
1994 	06 	05	11.40	206.02	2.60	2.90
1994 	06 	06	12.90	172.45	1.00	2.50
1994 	06 	07	14.00	193.29	0.50	2.90
1994 	06 	08	13.30	217.59	0.00	3.20
1994 	06 	09	11.50	222.22	6.70	3.10
1994 	06 	10	11.10	167.82	0.70	2.30
1994 	06 	11	13.40	299.77	9.70	4.40
1994 	06 	12	14.20	221.06	0.00	3.30
1994 	06 	13	15.00	268.52	0.00	4.10
1994 	06 	14	13.80	324.07	0.00	4.80
1994 	06 	15	9.90	153.94	0.00	2.10
1994 	06 	16	10.00	247.69	4.30	3.40
1994 	06 	17	11.00	265.05	0.50	3.70
1994 	06 	18	12.00	78.70	0.70	1.10
1994 	06 	19	12.70	111.11	10.80	1.60
1994 	06 	20	12.80	270.83	1.00	3.90
1994 	06 	21	15.00	107.64	0.00	1.60
1994 	06 	22	13.80	275.46	4.50	4.10
1994 	06 	23	12.30	288.19	0.50	4.10
1994 	06 	24	12.60	334.49	0.00	4.80
1994 	06 	25	17.10	334.49	0.00	5.30
1994 	06 	26	18.30	225.69	0.70	3.70
1994 	06 	27	18.10	305.56	0.00	5.00
1994 	06 	28	18.00	283.56	0.00	4.60
1994 	06 	29	17.50	187.50	0.00	3.00
1994 	06 	30	15.00	262.73	14.80	4.00
1994 	07 	01	14.20	314.81	0.00	4.70
1994 	07 	02	16.00	350.69	0.00	5.50
1994 	07 	03	18.40	333.33	0.00	5.40
1994 	07 	04	19.40	342.59	0.00	5.70
1994 	07 	05	15.10	125.00	0.00	1.90
1994 	07 	06	16.20	282.41	1.90	4.40
1994 	07 	07	18.50	321.76	0.00	5.30
1994 	07 	08	18.30	319.44	0.00	5.20
1994 	07 	09	17.30	302.08	0.00	4.80
1994 	07 	10	18.90	317.13	0.00	5.20
1994 	07 	11	20.20	281.25	0.00	4.70
1994 	07 	12	21.70	335.65	0.00	5.80
1994 	07 	13	23.80	325.23	0.00	5.80
1994 	07 	14	24.40	320.60	0.00	5.80
1994 	07 	15	19.20	130.79	0.00	2.20
1994 	07 	16	16.40	194.44	1.10	3.10
1994 	07 	17	16.00	221.06	0.80	3.40
1994 	07 	18	17.70	221.06	0.00	3.60
1994 	07 	19	19.30	300.93	0.00	5.00
1994 	07 	20	20.20	317.13	0.00	5.30
1994 	07 	21	21.00	311.34	0.00	5.30
1994 	07 	22	21.40	245.37	0.00	4.20
1994 	07 	23	22.70	288.19	0.00	5.10
1994 	07 	24	22.90	287.04	0.00	5.10
1994 	07 	25	23.50	303.24	0.00	5.40
1994 	07 	26	23.80	282.41	0.00	5.00
1994 	07 	27	23.90	284.72	0.00	5.10
1994 	07 	28	25.40	251.16	0.00	4.60
1994 	07 	29	22.10	274.31	0.00	4.80
1994 	07 	30	23.30	245.37	0.00	4.30
1994 	07 	31	24.50	224.54	1.70	4.00
1994 	08 	01	24.00	246.53	0.00	4.40
1994 	08 	02	21.10	172.45	0.30	3.00
1994 	08 	03	20.00	259.26	0.00	4.40
1994 	08 	04	22.50	252.31	0.00	4.40
1994 	08 	05	24.30	253.47	0.00	4.60
1994 	08 	06	20.60	206.02	0.30	3.50
1994 	08 	07	19.10	256.94	0.00	4.20
1994 	08 	08	19.50	175.93	0.00	2.90
1994 	08 	09	20.70	170.14	1.90	2.90
1994 	08 	10	21.20	255.79	0.00	4.40
1994 	08 	11	21.10	224.54	0.00	3.80
1994 	08 	12	20.40	231.48	0.00	3.90
1994 	08 	13	15.30	111.11	4.70	1.70
1994 	08 	14	14.20	151.62	0.90	2.30
1994 	08 	15	16.60	145.83	6.40	2.30
1994 	08 	16	14.50	182.87	0.80	2.80
1994 	08 	17	16.80	189.81	0.00	3.00
1994 	08 	18	14.00	64.81	8.10	1.00
1994 	08 	19	15.70	78.70	5.90	1.20
1994 	08 	20	15.80	192.13	1.50	3.00
1994 	08 	21	14.50	129.63	0.00	2.00
1994 	08 	22	15.20	237.27	0.00	3.60
1994 	08 	23	17.40	228.01	0.00	3.70
1994 	08 	24	17.70	130.79	0.00	2.10
1994 	08 	25	17.20	52.08	6.00	0.80
1994 	08 	26	17.70	143.52	12.00	2.30
1994 	08 	27	16.20	159.72	0.70	2.50
1994 	08 	28	14.20	152.78	0.70	2.30
1994 	08 	29	13.80	146.99	2.50	2.20
1994 	08 	30	13.10	167.82	8.10	2.50
1994 	08 	31	15.10	197.92	0.00	3.00
1994 	09 	01	16.40	74.07	0.00	1.20
1994 	09 	02	16.20	64.81	6.50	1.00
1994 	09 	03	15.00	108.80	0.50	1.70
1994 	09 	04	15.60	87.96	0.30	1.40
1994 	09 	05	14.70	97.22	6.30	1.50
1994 	09 	06	13.50	171.30	4.30	2.50
1994 	09 	07	13.60	148.15	1.00	2.20
1994 	09 	08	15.60	120.37	0.30	1.90
1994 	09 	09	13.50	67.13	23.80	1.00
1994 	09 	10	12.80	100.69	12.90	1.50
1994 	09 	11	13.00	157.41	6.00	2.30
1994 	09 	12	14.10	68.29	1.50	1.00
1994 	09 	13	13.90	92.59	1.20	1.40
1994 	09 	14	14.70	177.08	0.70	2.70
1994 	09 	15	13.90	13.89	18.50	0.20
1994 	09 	16	12.70	24.31	46.70	0.40
1994 	09 	17	12.80	46.30	27.50	0.70
1994 	09 	18	12.00	42.82	6.10	0.60
1994 	09 	19	12.50	41.67	2.10	0.60
1994 	09 	20	12.20	122.69	1.30	1.80
1994 	09 	21	12.70	138.89	0.00	2.00
1994 	09 	22	11.10	113.43	0.00	1.60
1994 	09 	23	11.50	163.19	0.00	2.30
1994 	09 	24	13.10	141.20	0.00	2.10
1994 	09 	25	12.70	96.06	0.00	1.40
1994 	09 	26	12.10	63.66	0.00	0.90
1994 	09 	27	10.70	60.19	0.50	0.80
1994 	09 	28	11.50	103.01	3.50	1.50
1994 	09 	29	11.20	48.61	1.30	0.70
1994 	09 	30	12.40	39.35	2.50	0.60
1994 	10 	01	8.30	130.79	2.30	1.70
1994 	10 	02	11.20	53.24	0.00	0.70
1994 	10 	03	6.30	84.49	5.20	1.00
1994 	10 	04	5.50	104.17	1.30	1.20
1994 	10 	05	4.30	115.74	0.50	1.30
1994 	10 	06	9.40	79.86	0.70	1.10
1994 	10 	07	9.50	39.35	0.00	0.50
1994 	10 	08	9.10	52.08	0.00	0.70
1994 	10 	09	6.50	93.75	0.00	1.10
1994 	10 	10	9.20	56.71	0.00	0.80
1994 	10 	11	10.20	56.71	0.00	0.80
1994 	10 	12	10.40	92.59	0.00	1.30
1994 	10 	13	10.80	39.35	0.00	0.50
1994 	10 	14	9.50	84.49	0.00	1.10
1994 	10 	15	7.70	28.94	0.00	0.40
1994 	10 	16	3.70	94.91	0.00	1.10
1994 	10 	17	1.00	92.59	0.00	0.90
1994 	10 	18	4.70	107.64	0.00	1.20
1994 	10 	19	6.50	61.34	0.00	0.80
1994 	10 	20	6.70	101.85	0.00	1.30
1994 	10 	21	7.70	72.92	0.00	0.90
1994 	10 	22	9.30	47.45	0.00	0.60
1994 	10 	23	10.20	41.67	5.20	0.60
1994 	10 	24	10.10	41.67	1.10	0.60
1994 	10 	25	9.60	52.08	0.80	0.70
1994 	10 	26	8.70	17.36	0.90	0.20
1994 	10 	27	7.90	15.05	0.80	0.20
1994 	10 	28	8.00	24.31	0.70	0.30
1994 	10 	29	7.90	42.82	0.00	0.50
1994 	10 	30	8.20	16.20	7.70	0.20
1994 	10 	31	11.00	25.46	10.20	0.40
1994 	11 	01	9.50	41.67	7.20	0.60
1994 	11 	02	5.10	72.92	2.20	0.90
1994 	11 	03	7.60	55.56	0.00	0.70
1994 	11 	04	7.30	57.87	0.00	0.70
1994 	11 	05	7.70	41.67	0.00	0.50
1994 	11 	06	7.70	28.94	0.00	0.40
1994 	11 	07	6.50	6.94	0.50	0.10
1994 	11 	08	5.90	8.10	0.70	0.10
1994 	11 	09	6.20	16.20	0.70	0.20
1994 	11 	10	6.00	11.57	1.80	0.10
1994 	11 	11	4.50	27.78	0.00	0.30
1994 	11 	12	2.40	41.67	0.40	0.40
1994 	11 	13	3.10	19.68	0.00	0.20
1994 	11 	14	11.00	4.63	14.60	0.10
1994 	11 	15	8.70	30.09	4.00	0.40
1994 	11 	16	7.00	19.68	5.00	0.20
1994 	11 	17	5.80	25.46	0.00	0.30
1994 	11 	18	4.10	11.57	7.10	0.10
1994 	11 	19	6.20	21.99	0.00	0.30
1994 	11 	20	9.50	3.47	3.10	0.00
1994 	11 	21	6.10	37.04	14.00	0.40
1994 	11 	22	6.00	33.56	0.00	0.40
1994 	11 	23	7.60	9.26	0.00	0.10
1994 	11 	24	7.30	21.99	1.60	0.30
1994 	11 	25	4.30	39.35	0.00	0.50
1994 	11 	26	6.80	5.79	0.00	0.10
1994 	11 	27	7.10	6.94	1.00	0.10
1994 	11 	28	7.40	34.72	0.00	0.40
1994 	11 	29	7.00	28.94	0.00	0.40
1994 	11 	30	2.30	18.52	0.00	0.20
1994 	12 	01	2.80	33.56	0.00	0.40
1994 	12 	02	2.70	32.41	0.00	0.40
1994 	12 	03	4.00	10.42	0.00	0.10
1994 	12 	04	7.50	11.57	1.90	0.10
1994 	12 	05	7.00	12.73	5.50	0.20
1994 	12 	06	5.10	23.15	0.30	0.30
1994 	12 	07	5.40	16.20	1.10	0.20
1994 	12 	08	6.70	15.05	4.70	0.20
1994 	12 	09	5.20	11.57	11.60	0.10
1994 	12 	10	7.40	12.73	2.60	0.20
1994 	12 	11	11.00	4.63	1.80	0.10
1994 	12 	12	9.10	4.63	5.40	0.10
1994 	12 	13	4.90	13.89	2.00	0.20
1994 	12 	14	0.70	30.09	0.80	0.30
1994 	12 	15	2.20	28.94	0.00	0.30
1994 	12 	16	3.80	5.79	0.00	0.10
1994 	12 	17	3.70	24.31	3.90	0.30
1994 	12 	18	3.20	5.79	0.00	0.10
1994 	12 	19	4.60	9.26	3.50	0.10
1994 	12 	20	4.10	6.94	0.70	0.10
1994 	12 	21	2.60	10.42	1.50	0.10
1994 	12 	22	0.20	5.79	0.00	0.10
1994 	12 	23	0.60	12.73	0.00	0.10
1994 	12 	24	-0.50	30.09	0.00	0.30
1994 	12 	25	-1.20	9.26	0.00	0.10
1994 	12 	26	1.50	4.63	1.70	0.00
1994 	12 	27	3.30	9.26	15.70	0.10
1994 	12 	28	5.50	19.68	0.40	0.20
1994 	12 	29	8.70	2.31	7.10	0.00
1994 	12 	30	5.90	12.73	9.50	0.20
1994 	12 	31	4.20	12.73	3.40	0.10
1995 	01 	01	0.50	17.36	0.00	0.20
1995 	01 	02	-0.90	20.83	0.60	0.20
1995 	01 	03	-3.50	34.72	0.00	0.30
1995 	01 	04	-1.40	50.93	0.00	0.50
1995 	01 	05	-2.90	13.89	0.00	0.10
1995 	01 	06	-2.80	21.99	0.00	0.20
1995 	01 	07	-2.10	6.94	0.00	0.10
1995 	01 	08	-1.20	8.10	0.00	0.10
1995 	01 	09	1.80	31.25	7.80	0.30
1995 	01 	10	1.90	12.73	5.50	0.10
1995 	01 	11	-0.40	12.73	3.00	0.10
1995 	01 	12	-2.20	18.52	1.60	0.20
1995 	01 	13	-0.70	53.24	0.00	0.50
1995 	01 	14	3.00	8.10	0.00	0.10
1995 	01 	15	1.80	38.19	1.20	0.40
1995 	01 	16	3.10	17.36	0.30	0.20
1995 	01 	17	1.80	38.19	0.00	0.40
1995 	01 	18	1.60	25.46	0.00	0.30
1995 	01 	19	-0.20	12.73	0.80	0.10
1995 	01 	20	1.60	6.94	7.40	0.10
1995 	01 	21	2.20	26.62	5.20	0.30
1995 	01 	22	1.60	8.10	2.30	0.10
1995 	01 	23	3.00	26.62	21.20	0.30
1995 	01 	24	2.80	26.62	8.90	0.30
1995 	01 	25	1.80	37.04	5.90	0.40
1995 	01 	26	0.30	10.42	1.70	0.10
1995 	01 	27	0.80	75.23	15.60	0.80
1995 	01 	28	2.10	12.73	1.10	0.10
1995 	01 	29	0.20	18.52	3.60	0.20
1995 	01 	30	-3.50	55.56	9.80	0.50
1995 	01 	31	-0.40	21.99	0.00	0.20
1995 	02 	01	5.20	30.09	18.00	0.40
1995 	02 	02	1.10	63.66	1.00	0.70
1995 	02 	03	3.50	37.04	0.00	0.40
1995 	02 	04	5.00	21.99	0.00	0.30
1995 	02 	05	5.50	57.87	1.00	0.70
1995 	02 	06	6.90	10.42	0.00	0.10
1995 	02 	07	2.80	55.56	1.70	0.60
1995 	02 	08	-0.80	50.93	0.50	0.50
1995 	02 	09	-0.40	69.44	0.00	0.70
1995 	02 	10	0.20	65.97	0.00	0.70
1995 	02 	11	2.00	37.04	0.00	0.40
1995 	02 	12	6.30	25.46	7.20	0.30
1995 	02 	13	5.30	64.81	0.00	0.80
1995 	02 	14	5.20	19.68	1.70	0.20
1995 	02 	15	5.00	9.26	2.20	0.10
1995 	02 	16	5.40	38.19	10.20	0.50
1995 	02 	17	4.30	20.83	11.60	0.20
1995 	02 	18	3.80	63.66	4.30	0.70
1995 	02 	19	3.80	25.46	0.00	0.30
1995 	02 	20	3.40	31.25	2.60	0.30
1995 	02 	21	5.50	18.52	10.20	0.20
1995 	02 	22	5.00	20.83	1.60	0.20
1995 	02 	23	3.40	27.78	0.00	0.30
1995 	02 	24	2.30	70.60	1.40	0.80
1995 	02 	25	0.80	46.30	0.40	0.50
1995 	02 	26	1.80	41.67	0.00	0.40
1995 	02 	27	4.10	83.33	0.00	0.90
1995 	02 	28	8.40	32.41	2.60	0.40
1995 	03 	01	6.30	27.78	0.70	0.30
1995 	03 	02	2.70	65.97	4.30	0.70
1995 	03 	03	2.80	28.94	1.20	0.30
1995 	03 	04	2.40	40.51	2.40	0.40
1995 	03 	05	2.40	71.76	0.00	0.80
1995 	03 	06	2.70	26.62	4.20	0.30
1995 	03 	07	2.90	78.70	4.00	0.90
1995 	03 	08	4.00	138.89	0.00	1.60
1995 	03 	09	3.20	71.76	0.00	0.80
1995 	03 	10	3.50	133.10	0.00	1.50
1995 	03 	11	2.20	48.61	0.00	0.50
1995 	03 	12	3.30	64.81	0.00	0.70
1995 	03 	13	2.70	57.87	0.00	0.60
1995 	03 	14	-1.20	75.23	0.00	0.80
1995 	03 	15	0.70	20.83	0.00	0.20
1995 	03 	16	2.80	101.85	0.60	1.10
