Year	Month	Day	AirTemp	GlobRad	Precip	RefEvap
2001 	06 	04	11.50	228.01	3.60	3.20
2001 	06 	05	11.70	115.74	1.00	1.60
2001 	06 	06	13.60	152.78	1.30	2.30
2001 	06 	07	11.00	178.24	0.50	2.50
2001 	06 	08	9.90	260.42	2.70	3.50
2001 	06 	09	10.30	285.88	0.60	3.90
2001 	06 	10	10.10	170.14	0.00	2.30
2001 	06 	11	11.00	222.22	0.80	3.10
2001 	06 	12	11.10	311.34	0.80	4.30
2001 	06 	13	11.00	310.19	0.70	4.30
2001 	06 	14	11.80	259.26	0.00	3.70
2001 	06 	15	13.40	247.69	0.00	3.60
2001 	06 	16	11.60	93.75	10.00	1.30
2001 	06 	17	13.80	278.94	2.20	4.10
2001 	06 	18	14.80	320.60	0.00	4.90
2001 	06 	19	13.90	299.77	0.00	4.50
2001 	06 	20	15.20	234.95	0.40	3.60
2001 	06 	21	13.50	219.91	1.00	3.20
2001 	06 	22	14.20	173.61	1.50	2.60
2001 	06 	23	16.80	324.07	1.20	5.10
2001 	06 	24	15.30	252.31	0.00	3.90
2001 	06 	25	15.80	320.60	0.00	5.00
2001 	06 	26	17.50	335.65	0.00	5.40
2001 	06 	27	19.70	318.29	0.00	5.30
2001 	06 	28	17.80	151.62	0.00	2.40
2001 	06 	29	18.60	280.09	0.00	4.60
2001 	06 	30	18.80	204.86	0.00	3.40
2001 	07 	01	16.60	231.48	16.90	3.70
2001 	07 	02	16.60	287.04	0.00	4.50
2001 	07 	03	19.30	329.86	0.00	5.50
2001 	07 	04	18.40	344.91	0.00	5.60
2001 	07 	05	19.70	332.18	0.00	5.60
2001 	07 	06	21.80	324.07	0.00	5.60
2001 	07 	07	23.60	292.82	0.00	5.20
2001 	07 	08	22.00	274.31	0.00	4.80
2001 	07 	09	18.10	100.69	0.00	1.60
2001 	07 	10	18.50	243.06	5.20	4.00
2001 	07 	11	15.40	218.75	4.50	3.40
2001 	07 	12	15.10	225.69	7.80	3.50
2001 	07 	13	14.90	219.91	8.10	3.30
2001 	07 	14	17.40	216.44	0.50	3.50
2001 	07 	15	15.40	188.66	0.00	2.90
2001 	07 	16	12.60	87.96	0.00	1.30
2001 	07 	17	14.30	231.48	13.60	3.50
2001 	07 	18	17.30	259.26	0.00	4.10
2001 	07 	19	18.40	261.57	0.00	4.30
2001 	07 	20	17.60	206.02	0.50	3.30
2001 	07 	21	17.30	211.81	0.50	3.40
2001 	07 	22	19.10	195.60	0.00	3.20
2001 	07 	23	18.00	224.54	0.00	3.60
2001 	07 	24	20.10	253.47	0.00	4.30
2001 	07 	25	21.10	307.87	0.00	5.30
2001 	07 	26	18.50	317.13	0.00	5.20
2001 	07 	27	19.30	313.66	0.00	5.20
2001 	07 	28	19.90	153.94	0.00	2.60
2001 	07 	29	20.70	253.47	0.00	4.30
2001 	07 	30	19.20	246.53	0.00	4.10
2001 	07 	31	16.20	165.51	0.00	2.60
2001 	08 	01	15.80	221.06	0.00	3.40
2001 	08 	02	17.80	164.35	0.00	2.70
2001 	08 	03	18.60	146.99	0.00	2.40
2001 	08 	04	17.00	159.72	0.00	2.50
2001 	08 	05	15.10	180.56	10.30	2.80
2001 	08 	06	16.30	219.91	7.50	3.40
2001 	08 	07	16.00	164.35	25.70	2.60
2001 	08 	08	16.40	123.84	0.30	1.90
2001 	08 	09	15.10	216.44	9.90	3.30
2001 	08 	10	13.50	106.48	0.00	1.60
2001 	08 	11	14.70	172.45	1.30	2.60
2001 	08 	12	15.70	43.98	2.30	0.70
2001 	08 	13	18.30	131.94	9.10	2.20
2001 	08 	14	19.80	112.27	0.60	1.90
2001 	08 	15	21.70	247.69	0.00	4.30
2001 	08 	16	22.00	224.54	0.00	3.90
2001 	08 	17	17.60	239.58	0.00	3.90
2001 	08 	18	18.60	258.10	0.00	4.20
2001 	08 	19	18.40	79.86	0.00	1.30
2001 	08 	20	19.40	190.97	4.50	3.20
2001 	08 	21	17.20	166.67	0.00	2.70
2001 	08 	22	18.60	254.63	0.00	4.20
2001 	08 	23	18.40	99.54	0.00	1.60
2001 	08 	24	16.50	62.50	24.00	1.00
2001 	08 	25	19.30	214.12	0.40	3.60
2001 	08 	26	19.40	171.30	0.00	2.80
2001 	08 	27	15.00	165.51	20.50	2.50
2001 	08 	28	14.30	168.98	0.60	2.50
2001 	08 	29	15.00	207.18	2.50	3.20
2001 	08 	30	16.80	196.76	0.00	3.10
2001 	08 	31	16.30	98.38	0.00	1.50
2001 	09 	01	14.80	130.79	0.00	2.00
2001 	09 	02	14.90	71.76	0.30	1.10
2001 	09 	03	15.00	115.74	2.00	1.80
2001 	09 	04	13.60	123.84	9.80	1.80
2001 	09 	05	15.00	171.30	0.70	2.60
2001 	09 	06	13.40	98.38	0.90	1.40
2001 	09 	07	12.80	149.31	0.00	2.20
2001 	09 	08	11.40	126.16	4.80	1.80
2001 	09 	09	13.60	57.87	10.50	0.90
2001 	09 	10	12.10	107.64	5.90	1.50
2001 	09 	11	11.00	98.38	9.70	1.40
2001 	09 	12	12.90	113.43	4.40	1.70
2001 	09 	13	10.80	48.61	0.90	0.70
2001 	09 	14	13.50	140.05	7.20	2.10
2001 	09 	15	12.10	75.23	0.30	1.10
2001 	09 	16	13.10	131.94	2.20	1.90
2001 	09 	17	13.70	57.87	11.50	0.90
2001 	09 	18	13.30	15.05	4.20	0.20
2001 	09 	19	12.70	101.85	26.50	1.50
2001 	09 	20	13.30	125.00	0.00	1.80
2001 	09 	21	12.90	81.02	9.50	1.20
2001 	09 	22	12.20	77.55	1.00	1.10
2001 	09 	23	12.50	111.11	6.10	1.60
2001 	09 	24	10.60	34.72	1.20	0.50
2001 	09 	25	9.40	83.33	0.50	1.10
2001 	09 	26	10.40	130.79	0.00	1.80
2001 	09 	27	11.10	89.12	0.00	1.20
2001 	09 	28	10.80	83.33	6.10	1.20
2001 	09 	29	11.40	26.62	0.50	0.40
2001 	09 	30	11.80	26.62	1.00	0.40
2001 	10 	01	13.90	57.87	5.70	0.90
2001 	10 	02	13.60	50.93	9.10	0.80
2001 	10 	03	13.70	81.02	2.30	1.20
2001 	10 	04	12.00	79.86	0.30	1.10
2001 	10 	05	11.90	78.70	5.70	1.10
2001 	10 	06	13.10	133.10	0.00	1.90
2001 	10 	07	13.30	28.94	0.00	0.40
2001 	10 	08	12.90	61.34	0.50	0.90
2001 	10 	09	13.40	62.50	0.00	0.90
2001 	10 	10	12.70	65.97	0.80	1.00
2001 	10 	11	13.60	87.96	2.50	1.30
2001 	10 	12	13.50	45.14	0.30	0.70
2001 	10 	13	14.50	96.06	0.00	1.50
2001 	10 	14	13.00	28.94	0.00	0.40
2001 	10 	15	13.40	31.25	0.00	0.50
2001 	10 	16	12.00	43.98	0.00	0.60
2001 	10 	17	9.70	89.12	0.00	1.20
2001 	10 	18	11.00	78.70	0.00	1.10
2001 	10 	19	11.40	63.66	0.00	0.90
2001 	10 	20	11.00	42.82	0.00	0.60
2001 	10 	21	10.10	25.46	0.00	0.30
2001 	10 	22	9.40	55.56	0.00	0.70
2001 	10 	23	8.60	38.19	0.00	0.50
2001 	10 	24	8.10	56.71	0.00	0.70
2001 	10 	25	9.70	17.36	0.00	0.20
2001 	10 	26	11.40	40.51	0.00	0.60
2001 	10 	27	10.70	21.99	0.00	0.30
2001 	10 	28	10.20	56.71	5.10	0.80
2001 	10 	29	11.00	24.31	1.90	0.30
2001 	10 	30	13.80	32.41	4.40	0.50
2001 	10 	31	10.20	34.72	0.00	0.50
2001 	11 	01	6.80	76.39	1.70	0.90
2001 	11 	02	10.60	20.83	0.00	0.30
2001 	11 	03	9.70	24.31	0.00	0.30
2001 	11 	04	8.20	63.66	0.60	0.80
2001 	11 	05	5.50	61.34	4.50	0.70
2001 	11 	06	6.90	17.36	3.70	0.20
2001 	11 	07	4.30	28.94	6.50	0.30
2001 	11 	08	2.10	45.14	4.70	0.50
2001 	11 	09	1.20	62.50	0.70	0.60
2001 	11 	10	6.70	50.93	0.00	0.60
2001 	11 	11	8.30	54.40	0.60	0.70
2001 	11 	12	3.40	6.94	0.00	0.10
2001 	11 	13	1.20	62.50	7.40	0.60
2001 	11 	14	0.20	69.44	0.70	0.70
2001 	11 	15	6.50	15.05	0.40	0.20
2001 	11 	16	4.80	48.61	0.00	0.60
2001 	11 	17	6.90	30.09	0.00	0.40
2001 	11 	18	7.90	23.15	0.00	0.30
2001 	11 	19	2.50	60.19	0.00	0.60
2001 	11 	20	5.30	54.40	0.00	0.60
2001 	11 	21	8.10	9.26	0.50	0.10
2001 	11 	22	3.40	26.62	9.80	0.30
2001 	11 	23	1.80	30.09	0.50	0.30
2001 	11 	24	2.10	30.09	0.00	0.30
2001 	11 	25	4.90	8.10	0.30	0.10
2001 	11 	26	3.00	9.26	3.90	0.10
2001 	11 	27	2.00	18.52	4.60	0.20
2001 	11 	28	2.20	32.41	2.70	0.30
2001 	11 	29	3.50	15.05	0.00	0.20
2001 	11 	30	3.30	10.42	0.00	0.10
2001 	12 	01	2.60	10.42	0.00	0.10
2001 	12 	02	3.00	3.47	10.00	0.00
2001 	12 	03	1.90	3.47	0.00	0.00
2001 	12 	04	2.30	5.79	0.00	0.10
2001 	12 	05	5.00	12.73	5.00	0.10
2001 	12 	06	3.50	12.73	0.70	0.10
2001 	12 	07	1.60	12.73	0.50	0.10
2001 	12 	08	2.00	10.42	0.00	0.10
2001 	12 	09	3.80	8.10	0.00	0.10
2001 	12 	10	3.70	6.94	0.30	0.10
2001 	12 	11	2.10	24.31	0.00	0.30
2001 	12 	12	2.50	5.79	0.00	0.10
2001 	12 	13	-0.70	12.73	0.60	0.10
2001 	12 	14	1.30	12.73	0.00	0.10
2001 	12 	15	-1.50	38.19	0.00	0.40
2001 	12 	16	1.20	11.57	0.00	0.10
2001 	12 	17	0.80	30.09	0.00	0.30
2001 	12 	18	2.10	5.79	0.40	0.10
2001 	12 	19	0.60	8.10	0.00	0.10
2001 	12 	20	-0.60	32.41	1.60	0.30
2001 	12 	21	-1.50	9.26	6.60	0.10
2001 	12 	22	-7.60	27.78	1.70	0.20
2001 	12 	23	-1.60	15.05	0.00	0.10
2001 	12 	24	2.40	16.20	12.90	0.20
2001 	12 	25	-0.30	10.42	6.60	0.10
2001 	12 	26	-1.70	11.57	2.70	0.10
2001 	12 	27	-0.60	11.57	0.30	0.10
2001 	12 	28	-0.90	8.10	4.40	0.10
2001 	12 	29	-2.70	15.05	14.00	0.10
2001 	12 	30	-9.00	12.73	4.10	0.10
2001 	12 	31	-6.90	16.20	0.00	0.10
2002 	01 	01	2.70	15.05	1.00	0.20
2002 	01 	02	-5.90	34.72	1.10	0.30
2002 	01 	03	-4.90	52.08	0.00	0.40
2002 	01 	04	-4.90	57.87	0.00	0.50
2002 	01 	05	0.10	42.82	0.00	0.40
2002 	01 	06	1.90	19.68	1.70	0.20
2002 	01 	07	0.80	19.68	0.60	0.20
2002 	01 	08	3.00	8.10	0.00	0.10
2002 	01 	09	1.30	6.94	0.00	0.10
2002 	01 	10	1.20	6.94	0.00	0.10
2002 	01 	11	-0.50	6.94	0.00	0.10
2002 	01 	12	0.20	9.26	0.00	0.10
2002 	01 	13	0.30	9.26	0.30	0.10
2002 	01 	14	-0.30	10.42	0.00	0.10
2002 	01 	15	-0.60	8.10	0.00	0.10
2002 	01 	16	1.00	6.94	0.00	0.10
2002 	01 	17	2.30	6.94	0.00	0.10
2002 	01 	18	3.20	11.57	0.40	0.10
2002 	01 	19	3.70	5.79	1.00	0.10
2002 	01 	20	5.60	17.36	2.10	0.20
2002 	01 	21	6.90	17.36	8.90	0.20
2002 	01 	22	6.20	23.15	1.00	0.30
2002 	01 	23	5.80	15.05	1.10	0.20
2002 	01 	24	4.40	12.73	3.30	0.10
2002 	01 	25	0.90	43.98	11.20	0.40
2002 	01 	26	6.70	11.57	12.30	0.10
2002 	01 	27	3.00	10.42	14.90	0.10
2002 	01 	28	7.30	15.05	3.70	0.20
2002 	01 	29	5.80	37.04	6.70	0.40
2002 	01 	30	6.70	38.19	1.20	0.50
2002 	01 	31	6.20	20.83	7.00	0.30
2002 	02 	01	8.20	42.82	11.40	0.60
2002 	02 	02	8.50	55.56	1.30	0.70
2002 	02 	03	7.00	62.50	0.00	0.80
2002 	02 	04	6.30	31.25	0.00	0.40
2002 	02 	05	7.50	8.10	6.20	0.10
2002 	02 	06	6.10	23.15	1.60	0.30
2002 	02 	07	5.40	25.46	2.20	0.30
2002 	02 	08	7.00	38.19	1.40	0.50
2002 	02 	09	7.10	17.36	4.20	0.20
2002 	02 	10	5.80	50.93	0.60	0.60
2002 	02 	11	7.80	12.73	1.90	0.20
2002 	02 	12	5.00	19.68	3.90	0.20
2002 	02 	13	1.10	79.86	5.90	0.80
2002 	02 	14	0.90	99.54	0.00	1.00
2002 	02 	15	2.90	37.04	0.00	0.40
2002 	02 	16	2.40	28.94	0.00	0.30
2002 	02 	17	1.40	89.12	0.00	0.90
2002 	02 	18	3.10	35.88	0.00	0.40
2002 	02 	19	0.40	49.77	3.70	0.50
2002 	02 	20	-0.80	26.62	20.70	0.30
2002 	02 	21	-1.00	108.80	18.00	1.10
2002 	02 	22	1.60	32.41	4.20	0.30
2002 	02 	23	1.30	42.82	6.60	0.40
2002 	02 	24	0.50	112.27	4.30	1.10
2002 	02 	25	1.50	112.27	0.00	1.20
2002 	02 	26	4.60	25.46	5.20	0.30
2002 	02 	27	3.10	43.98	17.90	0.50
2002 	02 	28	3.10	54.40	3.60	0.60
2002 	03 	01	0.50	92.59	0.90	0.90
2002 	03 	02	-0.40	72.92	0.00	0.80
2002 	03 	03	3.10	62.50	5.20	0.70
2002 	03 	04	6.60	97.22	2.00	1.20
2002 	03 	05	5.40	97.22	0.00	1.20
2002 	03 	06	5.90	13.89	1.10	0.20
2002 	03 	07	4.10	98.38	7.60	1.10
2002 	03 	08	6.60	121.53	0.50	1.50
2002 	03 	09	4.20	126.16	0.80	1.40
2002 	03 	10	5.90	109.95	0.90	1.30
2002 	03 	11	7.40	67.13	1.40	0.80
2002 	03 	12	6.10	122.69	5.60	1.50
2002 	03 	13	4.10	106.48	0.00	1.20
2002 	03 	14	1.40	108.80	1.30	1.10
2002 	03 	15	2.90	167.82	0.00	1.80
2002 	03 	16	2.10	53.24	0.00	0.60
2002 	03 	17	3.70	67.13	0.00	0.80
2002 	03 	18	7.60	79.86	0.90	1.00
2002 	03 	19	5.20	38.19	4.80	0.40
2002 	03 	20	4.50	174.77	1.70	2.00
2002 	03 	21	3.50	168.98	0.00	1.90
2002 	03 	22	3.50	116.90	0.00	1.30
2002 	03 	23	1.90	79.86	0.40	0.80
2002 	03 	24	0.10	197.92	0.00	1.90
2002 	03 	25	0.70	195.60	0.00	2.00
2002 	03 	26	1.70	199.07	0.00	2.10
2002 	03 	27	3.80	175.93	0.00	2.00
2002 	03 	28	4.50	195.60	0.00	2.30
2002 	03 	29	6.70	197.92	0.00	2.40
2002 	03 	30	7.90	184.03	0.00	2.40
2002 	03 	31	8.90	142.36	0.00	1.90
2002 	04 	01	9.10	158.56	0.00	2.10
2002 	04 	02	8.90	164.35	0.00	2.20
2002 	04 	03	6.00	203.70	0.00	2.50
2002 	04 	04	5.90	218.75	0.00	2.60
2002 	04 	05	2.70	182.87	0.00	2.00
2002 	04 	06	3.90	225.69	0.00	2.50
2002 	04 	07	2.80	77.55	0.70	0.80
2002 	04 	08	2.40	200.23	0.60	2.10
2002 	04 	09	5.20	223.38	0.00	2.60
2002 	04 	10	6.40	222.22	0.00	2.70
2002 	04 	11	8.00	105.32	0.00	1.40
2002 	04 	12	7.80	103.01	0.50	1.30
2002 	04 	13	7.50	52.08	0.60	0.70
2002 	04 	14	7.90	45.14	2.70	0.60
2002 	04 	15	7.10	43.98	0.00	0.50
2002 	04 	16	4.20	38.19	0.00	0.40
2002 	04 	17	4.50	26.62	3.00	0.30
2002 	04 	18	5.00	35.88	1.40	0.40
2002 	04 	19	4.70	96.06	2.50	1.10
2002 	04 	20	7.10	219.91	0.00	2.70
2002 	04 	21	10.00	231.48	0.00	3.10
2002 	04 	22	12.50	259.26	0.00	3.70
2002 	04 	23	10.90	131.94	1.10	1.80
2002 	04 	24	10.00	86.81	0.00	1.20
2002 	04 	25	10.40	148.15	0.00	2.00
2002 	04 	26	8.30	45.14	0.00	0.60
2002 	04 	27	5.60	93.75	1.40	1.10
2002 	04 	28	7.90	125.00	8.80	1.60
2002 	04 	29	8.40	158.56	2.60	2.10
2002 	04 	30	10.30	185.19	5.40	2.50
2002 	05 	01	9.80	163.19	0.00	2.20
2002 	05 	02	10.70	175.93	0.50	2.40
2002 	05 	03	10.20	54.40	1.10	0.70
2002 	05 	04	10.10	52.08	15.70	0.70
2002 	05 	05	9.10	42.82	10.10	0.60
2002 	05 	06	12.00	208.33	0.50	3.00
2002 	05 	07	10.70	131.94	1.60	1.80
2002 	05 	08	13.10	239.58	0.00	3.50
2002 	05 	09	14.70	282.41	0.00	4.30
2002 	05 	10	14.60	292.82	0.00	4.40
2002 	05 	11	15.10	284.72	0.00	4.40
2002 	05 	12	13.00	135.42	0.00	2.00
2002 	05 	13	12.20	312.50	0.00	4.50
2002 	05 	14	12.70	160.88	0.00	2.30
2002 	05 	15	13.40	206.02	2.00	3.00
2002 	05 	16	12.60	93.75	1.30	1.40
2002 	05 	17	11.60	269.68	0.90	3.80
2002 	05 	18	13.90	318.29	0.00	4.70
2002 	05 	19	11.90	74.07	0.00	1.10
2002 	05 	20	11.00	225.69	1.60	3.10
2002 	05 	21	14.60	326.39	0.40	4.90
2002 	05 	22	16.00	300.93	0.00	4.70
2002 	05 	23	15.70	146.99	0.00	2.30
2002 	05 	24	13.90	133.10	3.30	2.00
2002 	05 	25	12.80	224.54	4.00	3.30
2002 	05 	26	13.20	274.31	1.20	4.00
2002 	05 	27	14.70	255.79	14.30	3.90
2002 	05 	28	15.20	197.92	0.00	3.00
2002 	05 	29	13.40	122.69	0.00	1.80
2002 	05 	30	13.10	239.58	0.40	3.50
2002 	05 	31	11.60	182.87	0.40	2.60
2002 	06 	01	13.60	282.41	1.70	4.20
2002 	06 	02	15.90	329.86	0.00	5.10
2002 	06 	03	16.50	339.12	0.00	5.30
2002 	06 	04	16.80	293.98	0.00	4.70
2002 	06 	05	19.10	319.44	0.00	5.30
2002 	06 	06	18.40	337.96	0.00	5.50
2002 	06 	07	16.80	314.81	0.00	5.00
2002 	06 	08	17.00	328.70	0.00	5.20
2002 	06 	09	16.40	311.34	0.00	4.90
2002 	06 	10	16.50	269.68	0.00	4.20
2002 	06 	11	12.80	189.81	3.90	2.80
2002 	06 	12	14.40	204.86	10.90	3.10
2002 	06 	13	12.90	170.14	1.50	2.50
2002 	06 	14	14.70	275.46	5.40	4.20
2002 	06 	15	16.00	143.52	0.90	2.20
2002 	06 	16	17.60	233.80	3.90	3.80
2002 	06 	17	19.60	253.47	0.60	4.20
2002 	06 	18	20.90	303.24	0.00	5.20
2002 	06 	19	17.40	288.19	6.30	4.60
2002 	06 	20	15.80	130.79	0.00	2.00
2002 	06 	21	16.10	260.42	17.00	4.10
2002 	06 	22	17.10	219.91	0.50	3.50
2002 	06 	23	15.30	256.94	0.00	3.90
2002 	06 	24	15.60	247.69	1.30	3.80
2002 	06 	25	15.30	174.77	0.40	2.70
2002 	06 	26	15.80	202.55	0.90	3.10
2002 	06 	27	12.90	228.01	0.00	3.30
2002 	06 	28	13.70	228.01	16.40	3.40
2002 	06 	29	13.70	196.76	3.20	2.90
2002 	06 	30	13.90	215.28	1.50	3.20
2002 	07 	01	14.50	142.36	3.20	2.10
2002 	07 	02	13.80	204.86	2.40	3.00
2002 	07 	03	14.70	121.53	2.20	1.80
2002 	07 	04	15.40	152.78	9.70	2.40
2002 	07 	05	15.30	186.34	15.90	2.90
2002 	07 	06	15.30	112.27	4.10	1.70
2002 	07 	07	15.60	196.76	4.10	3.00
2002 	07 	08	18.10	247.69	0.40	4.00
2002 	07 	09	21.60	306.71	0.00	5.30
2002 	07 	10	20.70	243.06	0.00	4.10
2002 	07 	11	16.30	280.09	0.60	4.40
2002 	07 	12	17.30	247.69	0.00	4.00
2002 	07 	13	18.00	239.58	0.00	3.90
2002 	07 	14	18.50	152.78	0.00	2.50
2002 	07 	15	20.00	302.08	0.00	5.10
2002 	07 	16	21.20	311.34	0.00	5.30
2002 	07 	17	21.00	223.38	0.00	3.80
2002 	07 	18	19.00	77.55	15.50	1.30
2002 	07 	19	19.10	83.33	4.80	1.40
2002 	07 	20	17.20	230.32	1.00	3.70
2002 	07 	21	15.50	118.06	0.00	1.80
2002 	07 	22	13.80	47.45	17.90	0.70
2002 	07 	23	16.80	207.18	25.60	3.30
2002 	07 	24	15.10	168.98	4.70	2.60
2002 	07 	25	15.10	214.12	0.40	3.30
2002 	07 	26	15.70	93.75	0.00	1.50
2002 	07 	27	18.30	276.62	0.00	4.50
2002 	07 	28	20.40	288.19	0.00	4.90
2002 	07 	29	22.50	277.78	0.00	4.90
2002 	07 	30	21.10	187.50	0.70	3.20
2002 	07 	31	23.50	233.80	0.60	4.20
2002 	08 	01	23.60	246.53	26.70	4.40
2002 	08 	02	19.80	123.84	7.40	2.10
2002 	08 	03	18.00	47.45	35.80	0.80
2002 	08 	04	19.10	167.82	11.80	2.80
2002 	08 	05	19.90	236.11	0.00	4.00
2002 	08 	06	18.80	166.67	0.00	2.70
2002 	08 	07	19.20	258.10	0.00	4.30
2002 	08 	08	19.00	250.00	0.00	4.10
2002 	08 	09	19.90	166.67	0.00	2.80
2002 	08 	10	20.00	125.00	0.00	2.10
2002 	08 	11	20.30	190.97	2.00	3.20
2002 	08 	12	18.90	64.81	18.20	1.10
2002 	08 	13	18.70	141.20	18.10	2.30
2002 	08 	14	19.30	238.43	0.00	4.00
2002 	08 	15	19.20	266.20	0.00	4.40
2002 	08 	16	20.20	212.96	0.00	3.60
2002 	08 	17	20.60	216.44	0.00	3.70
2002 	08 	18	20.60	245.37	0.00	4.20
2002 	08 	19	21.40	247.69	0.00	4.30
2002 	08 	20	20.70	243.06	0.00	4.10
2002 	08 	21	20.80	236.11	0.00	4.00
2002 	08 	22	19.70	228.01	0.00	3.80
2002 	08 	23	20.20	222.22	0.00	3.70
2002 	08 	24	20.50	236.11	0.00	4.00
2002 	08 	25	19.50	127.31	0.00	2.10
2002 	08 	26	20.00	145.83	0.00	2.40
2002 	08 	27	20.30	179.40	1.10	3.00
2002 	08 	28	18.70	192.13	0.00	3.20
2002 	08 	29	19.10	215.28	0.00	3.60
2002 	08 	30	19.90	142.36	0.00	2.40
2002 	08 	31	17.30	137.73	0.00	2.20
2002 	09 	01	14.70	206.02	0.00	3.10
2002 	09 	02	15.30	207.18	0.00	3.20
2002 	09 	03	18.80	218.75	0.00	3.60
2002 	09 	04	19.10	178.24	0.00	2.90
2002 	09 	05	16.50	185.19	0.00	2.90
2002 	09 	06	17.50	177.08	0.00	2.80
2002 	09 	07	18.60	164.35	0.00	2.70
2002 	09 	08	19.10	171.30	0.00	2.80
2002 	09 	09	19.20	175.93	0.00	2.90
2002 	09 	10	18.50	159.72	0.00	2.60
2002 	09 	11	17.00	175.93	0.00	2.80
2002 	09 	12	17.00	200.23	0.00	3.20
2002 	09 	13	17.80	189.81	0.00	3.10
2002 	09 	14	14.30	181.71	0.00	2.70
2002 	09 	15	10.90	184.03	0.00	2.60
2002 	09 	16	12.20	94.91	0.00	1.40
2002 	09 	17	15.60	131.94	0.00	2.00
2002 	09 	18	13.10	159.72	0.00	2.30
2002 	09 	19	14.50	163.19	0.00	2.50
2002 	09 	20	12.70	131.94	0.00	1.90
2002 	09 	21	11.70	108.80	1.60	1.50
2002 	09 	22	9.40	23.15	6.20	0.30
2002 	09 	23	7.80	153.94	5.10	2.00
2002 	09 	24	11.90	122.69	0.00	1.70
2002 	09 	25	13.30	111.11	0.00	1.60
2002 	09 	26	6.60	37.04	1.60	0.50
2002 	09 	27	8.70	170.14	5.40	2.20
2002 	09 	28	13.00	69.44	0.00	1.00
2002 	09 	29	13.40	53.24	0.00	0.80
2002 	09 	30	13.70	116.90	0.00	1.70
2002 	10 	01	12.10	129.63	0.00	1.90
2002 	10 	02	12.40	127.31	0.00	1.80
2002 	10 	03	13.30	120.37	0.00	1.80
2002 	10 	04	12.40	91.44	9.00	1.30
2002 	10 	05	9.80	93.75	22.40	1.30
2002 	10 	06	6.10	133.10	8.50	1.60
2002 	10 	07	5.30	129.63	0.00	1.50
2002 	10 	08	6.90	33.56	0.00	0.40
2002 	10 	09	6.30	105.32	0.00	1.30
2002 	10 	10	5.50	133.10	0.00	1.60
2002 	10 	11	6.40	122.69	0.00	1.50
2002 	10 	12	6.80	42.82	0.00	0.50
2002 	10 	13	5.60	16.20	0.50	0.20
2002 	10 	14	4.60	26.62	6.00	0.30
2002 	10 	15	4.80	69.44	4.00	0.80
2002 	10 	16	7.60	23.15	0.00	0.30
2002 	10 	17	5.90	30.09	23.70	0.40
2002 	10 	18	3.30	24.31	13.40	0.30
2002 	10 	19	1.70	89.12	1.90	0.90
2002 	10 	20	2.90	81.02	0.40	0.90
2002 	10 	21	5.20	18.52	0.90	0.20
2002 	10 	22	8.80	4.63	13.60	0.10
2002 	10 	23	8.40	16.20	10.90	0.20
2002 	10 	24	6.60	71.76	4.60	0.90
2002 	10 	25	9.10	37.04	0.00	0.50
2002 	10 	26	7.90	40.51	6.30	0.50
2002 	10 	27	8.20	15.05	2.00	0.20
2002 	10 	28	6.80	48.61	10.60	0.60
2002 	10 	29	6.30	55.56	0.40	0.70
2002 	10 	30	3.60	68.29	0.00	0.80
2002 	10 	31	5.60	31.25	0.00	0.40
2002 	11 	01	5.00	31.25	0.40	0.40
2002 	11 	02	2.30	82.18	0.00	0.90
2002 	11 	03	4.70	39.35	0.00	0.50
2002 	11 	04	4.30	28.94	1.00	0.30
2002 	11 	05	1.40	31.25	0.00	0.30
2002 	11 	06	1.70	72.92	0.00	0.80
2002 	11 	07	2.90	15.05	0.00	0.20
2002 	11 	08	5.60	49.77	0.90	0.60
2002 	11 	09	3.80	20.83	6.60	0.20
2002 	11 	10	1.10	48.61	0.90	0.50
2002 	11 	11	1.90	19.68	0.00	0.20
2002 	11 	12	6.60	9.26	0.00	0.10
2002 	11 	13	7.50	8.10	2.10	0.10
2002 	11 	14	7.50	20.83	3.70	0.30
2002 	11 	15	6.80	9.26	8.50	0.10
2002 	11 	16	6.40	10.42	0.00	0.10
2002 	11 	17	5.00	6.94	19.60	0.10
2002 	11 	18	4.50	5.79	8.50	0.10
2002 	11 	19	-0.20	55.56	2.30	0.60
2002 	11 	20	0.20	10.42	0.00	0.10
2002 	11 	21	1.50	19.68	0.00	0.20
2002 	11 	22	4.50	27.78	0.00	0.30
2002 	11 	23	5.60	2.31	2.00	0.00
2002 	11 	24	5.90	6.94	21.00	0.10
2002 	11 	25	6.70	6.94	0.50	0.10
2002 	11 	26	5.60	5.79	0.00	0.10
2002 	11 	27	4.50	21.99	0.30	0.30
2002 	11 	28	5.70	4.63	0.00	0.10
2002 	11 	29	5.20	1.16	3.20	0.00
2002 	11 	30	2.20	3.47	3.90	0.00
2002 	12 	01	3.10	4.63	0.60	0.10
2002 	12 	02	5.50	11.57	0.00	0.10
2002 	12 	03	4.10	1.16	0.50	0.00
2002 	12 	04	2.40	1.16	1.40	0.00
2002 	12 	05	1.30	2.31	1.10	0.00
2002 	12 	06	1.00	5.79	0.80	0.10
2002 	12 	07	1.50	13.89	0.00	0.10
2002 	12 	08	0.30	8.10	0.00	0.10
2002 	12 	09	-0.40	8.10	0.00	0.10
2002 	12 	10	-2.30	10.42	0.00	0.10
2002 	12 	11	-1.70	23.15	0.00	0.20
2002 	12 	12	-3.60	12.73	0.00	0.10
